"cfi","text"
"epubcfi(/6/16!/4/2[pgepubid00024]/70)","FRIAR LAWRENCE.Hold then. Go home, be merry, give consentTo marry Paris. Wednesday is tomorrow;Tomorrow night look that thou lie alone,Let not thy Nurse lie with thee in thy chamber.Take thou this vial, being then in bed,And this distilled liquor drink thou off,When presently through all thy veins shall runA cold and drowsy humour; for no pulseShall keep his native progress, but surcease.No warmth, no breath shall testify thou livest,The roses in thy lips and cheeks shall fadeTo paly ashes; thy eyes’ windows fall,Like death when he shuts up the day of life.Each part depriv’d of supple government,Shall stiff and stark and cold appear like death.And in this borrow’d likeness of shrunk deathThou shalt continue two and forty hours,And then awake as from a pleasant sleep.Now when the bridegroom in the morning comesTo rouse thee from thy bed, there art thou dead.Then as the manner of our country is,In thy best robes, uncover’d, on the bier,Thou shalt be borne to that same ancient vaultWhere all the kindred of the Capulets lie.In the meantime, against thou shalt awake,Shall Romeo by my letters know our drift,And hither shall he come, and he and IWill watch thy waking, and that very nightShall Romeo bear thee hence to Mantua.And this shall free thee from this present shame,If no inconstant toy nor womanish fearAbate thy valour in the acting it."
"epubcfi(/6/16!/4/2[pgepubid00024]/72)","JULIET.Give me, give me! O tell not me of fear!"
"epubcfi(/6/16!/4/2[pgepubid00024]/74)","FRIAR LAWRENCE.Hold; get you gone, be strong and prosperousIn this resolve. I’ll send a friar with speedTo Mantua, with my letters to thy lord."
"epubcfi(/6/16!/4/2[pgepubid00024]/76)","JULIET.Love give me strength, and strength shall help afford.Farewell, dear father."
"epubcfi(/6/16!/4/2[pgepubid00024]/78)","[Exeunt.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/82)","Enter Capulet, Lady Capulet, Nurseand Servants."
"epubcfi(/6/16!/4/2[pgepubid00024]/84)","CAPULET.So many guests invite as here are writ."
"epubcfi(/6/16!/4/2[pgepubid00024]/86)","[Exit first Servant.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/88)","Sirrah, go hire me twenty cunning cooks."
"epubcfi(/6/16!/4/2[pgepubid00024]/90)","SECOND SERVANT.You shall have none ill, sir; for I’ll try if they canlick their fingers."
"epubcfi(/6/16!/4/2[pgepubid00024]/92)","CAPULET.How canst thou try them so?"
"epubcfi(/6/16!/4/2[pgepubid00024]/94)","SECOND SERVANT.Marry, sir, ’tis an ill cook that cannot lick his own fingers;therefore he that cannot lick his fingers goes not with me."
"epubcfi(/6/16!/4/2[pgepubid00024]/96)","CAPULET.Go, begone."
"epubcfi(/6/16!/4/2[pgepubid00024]/98)","[Exit second Servant.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/100)","We shall be much unfurnish’d for this time.What, is my daughter gone to Friar Lawrence?"
"epubcfi(/6/16!/4/2[pgepubid00024]/102)","NURSE.Ay, forsooth."
"epubcfi(/6/16!/4/2[pgepubid00024]/104)","CAPULET.Well, he may chance to do some good on her.A peevish self-will’d harlotry it is."
"epubcfi(/6/16!/4/2[pgepubid00024]/106)","Enter Juliet."
"epubcfi(/6/16!/4/2[pgepubid00024]/108)","NURSE.See where she comes from shrift with merry look."
"epubcfi(/6/16!/4/2[pgepubid00024]/110)","CAPULET.How now, my headstrong. Where have you been gadding?"
"epubcfi(/6/16!/4/2[pgepubid00024]/112)","JULIET.Where I have learnt me to repent the sinOf disobedient oppositionTo you and your behests; and am enjoin’dBy holy Lawrence to fall prostrate here,To beg your pardon. Pardon, I beseech you.Henceforward I am ever rul’d by you."
"epubcfi(/6/16!/4/2[pgepubid00024]/114)","CAPULET.Send for the County, go tell him of this.I’ll have this knot knit up tomorrow morning."
"epubcfi(/6/16!/4/2[pgepubid00024]/116)","JULIET.I met the youthful lord at Lawrence’ cell,And gave him what becomed love I might,Not stepping o’er the bounds of modesty."
"epubcfi(/6/16!/4/2[pgepubid00024]/118)","CAPULET.Why, I am glad on’t. This is well. Stand up.This is as’t should be. Let me see the County.Ay, marry. Go, I say, and fetch him hither.Now afore God, this reverend holy Friar,All our whole city is much bound to him."
"epubcfi(/6/16!/4/2[pgepubid00024]/120)","JULIET.Nurse, will you go with me into my closet,To help me sort such needful ornamentsAs you think fit to furnish me tomorrow?"
"epubcfi(/6/16!/4/2[pgepubid00024]/122)","LADY CAPULET.No, not till Thursday. There is time enough."
"epubcfi(/6/16!/4/2[pgepubid00024]/124)","CAPULET.Go, Nurse, go with her. We’ll to church tomorrow."
"epubcfi(/6/16!/4/2[pgepubid00024]/126)","[Exeunt Juliet andNurse.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/128)","LADY CAPULET.We shall be short in our provision,’Tis now near night."
"epubcfi(/6/16!/4/2[pgepubid00024]/130)","CAPULET.Tush, I will stir about,And all things shall be well, I warrant thee, wife.Go thou to Juliet, help to deck up her.I’ll not to bed tonight, let me alone.I’ll play the housewife for this once.—What, ho!—They are all forth: well, I will walk myselfTo County Paris, to prepare him upAgainst tomorrow. My heart is wondrous lightSince this same wayward girl is so reclaim’d."
"epubcfi(/6/16!/4/2[pgepubid00024]/132)","[Exeunt.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/136)","Enter Juliet andNurse."
"epubcfi(/6/16!/4/2[pgepubid00024]/138)","JULIET.Ay, those attires are best. But, gentle Nurse,I pray thee leave me to myself tonight;For I have need of many orisonsTo move the heavens to smile upon my state,Which, well thou know’st, is cross and full of sin."
"epubcfi(/6/16!/4/2[pgepubid00024]/140)","Enter Lady Capulet."
"epubcfi(/6/16!/4/2[pgepubid00024]/142)","LADY CAPULET.What, are you busy, ho? Need you my help?"
"epubcfi(/6/16!/4/2[pgepubid00024]/144)","JULIET.No, madam; we have cull’d such necessariesAs are behoveful for our state tomorrow.So please you, let me now be left alone,And let the nurse this night sit up with you,For I am sure you have your hands full allIn this so sudden business."
"epubcfi(/6/16!/4/2[pgepubid00024]/146)","LADY CAPULET.Good night.Get thee to bed and rest, for thou hast need."
"epubcfi(/6/16!/4/2[pgepubid00024]/148)","[Exeunt Lady Capulet andNurse.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/150)","JULIET.Farewell. God knows when we shall meet again.I have a faint cold fear thrills through my veinsThat almost freezes up the heat of life.I’ll call them back again to comfort me.Nurse!—What should she do here?My dismal scene I needs must act alone.Come, vial.What if this mixture do not work at all?Shall I be married then tomorrow morning?No, No! This shall forbid it. Lie thou there."
"epubcfi(/6/16!/4/2[pgepubid00024]/152)","[Laying down her dagger.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/154)","What if it be a poison, which the FriarSubtly hath minister’d to have me dead,Lest in this marriage he should be dishonour’d,Because he married me before to Romeo?I fear it is. And yet methinks it should not,For he hath still been tried a holy man.How if, when I am laid into the tomb,I wake before the time that RomeoCome to redeem me? There’s a fearful point!Shall I not then be stifled in the vault,To whose foul mouth no healthsome air breathes in,And there die strangled ere my Romeo comes?Or, if I live, is it not very like,The horrible conceit of death and night,Together with the terror of the place,As in a vault, an ancient receptacle,Where for this many hundred years the bonesOf all my buried ancestors are pack’d,Where bloody Tybalt, yet but green in earth,Lies festering in his shroud; where, as they say,At some hours in the night spirits resort—Alack, alack, is it not like that I,So early waking, what with loathsome smells,And shrieks like mandrakes torn out of the earth,That living mortals, hearing them, run mad.O, if I wake, shall I not be distraught,Environed with all these hideous fears,And madly play with my forefathers’ joints?And pluck the mangled Tybalt from his shroud?And, in this rage, with some great kinsman’s bone,As with a club, dash out my desperate brains?O look, methinks I see my cousin’s ghostSeeking out Romeo that did spit his bodyUpon a rapier’s point. Stay, Tybalt, stay!Romeo, Romeo, Romeo, here’s drink! I drink to thee."
"epubcfi(/6/16!/4/2[pgepubid00024]/156)","[Throws herself on the bed.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/160)","Enter Lady Capulet andNurse."
"epubcfi(/6/16!/4/2[pgepubid00024]/162)","LADY CAPULET.Hold, take these keys and fetch more spices, Nurse."
"epubcfi(/6/16!/4/2[pgepubid00024]/164)","NURSE.They call for dates and quinces in the pastry."
"epubcfi(/6/16!/4/2[pgepubid00024]/166)","Enter Capulet."
"epubcfi(/6/16!/4/2[pgepubid00024]/168)","CAPULET.Come, stir, stir, stir! The second cock hath crow’d,The curfew bell hath rung, ’tis three o’clock.Look to the bak’d meats, good Angelica;Spare not for cost."
"epubcfi(/6/16!/4/2[pgepubid00024]/170)","NURSE.Go, you cot-quean, go,Get you to bed; faith, you’ll be sick tomorrowFor this night’s watching."
"epubcfi(/6/16!/4/2[pgepubid00024]/172)","CAPULET.No, not a whit. What! I have watch’d ere nowAll night for lesser cause, and ne’er been sick."
"epubcfi(/6/16!/4/2[pgepubid00024]/174)","LADY CAPULET.Ay, you have been a mouse-hunt in your time;But I will watch you from such watching now."
"epubcfi(/6/16!/4/2[pgepubid00024]/176)","[Exeunt Lady Capulet andNurse.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/178)","CAPULET.A jealous-hood, a jealous-hood!"
"epubcfi(/6/16!/4/2[pgepubid00024]/180)","Enter Servants, with spits,logs and baskets."
"epubcfi(/6/16!/4/2[pgepubid00024]/182)","Now, fellow, what’s there?"
"epubcfi(/6/16!/4/2[pgepubid00024]/184)","FIRST SERVANT.Things for the cook, sir; but I know not what."
"epubcfi(/6/16!/4/2[pgepubid00024]/186)","CAPULET.Make haste, make haste."
"epubcfi(/6/16!/4/2[pgepubid00024]/188)","[Exit First Servant.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/190)","—Sirrah, fetch drier logs.Call Peter, he will show thee where they are."
"epubcfi(/6/16!/4/2[pgepubid00024]/192)","SECOND SERVANT.I have a head, sir, that will find out logsAnd never trouble Peter for the matter."
"epubcfi(/6/16!/4/2[pgepubid00024]/194)","[Exit.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/196)","CAPULET.Mass and well said; a merry whoreson, ha.Thou shalt be loggerhead.—Good faith, ’tis day.The County will be here with music straight,For so he said he would. I hear him near."
"epubcfi(/6/16!/4/2[pgepubid00024]/198)","[Play music.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/200)","Nurse! Wife! What, ho! What, Nurse, I say!"
"epubcfi(/6/16!/4/2[pgepubid00024]/202)","Re-enter Nurse."
"epubcfi(/6/16!/4/2[pgepubid00024]/204)","Go waken Juliet, go and trim her up.I’ll go and chat with Paris. Hie, make haste,Make haste; the bridegroom he is come already.Make haste I say."
"epubcfi(/6/16!/4/2[pgepubid00024]/206)","[Exeunt.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/210)","Enter Nurse."
"epubcfi(/6/16!/4/2[pgepubid00024]/212)","NURSE.Mistress! What, mistress! Juliet! Fast, I warrant her, she.Why, lamb, why, lady, fie, you slug-abed!Why, love, I say! Madam! Sweetheart! Why, bride!What, not a word? You take your pennyworths now.Sleep for a week; for the next night, I warrant,The County Paris hath set up his restThat you shall rest but little. God forgive me!Marry and amen. How sound is she asleep!I needs must wake her. Madam, madam, madam!Ay, let the County take you in your bed,He’ll fright you up, i’faith. Will it not be?What, dress’d, and in your clothes, and down again?I must needs wake you. Lady! Lady! Lady!Alas, alas! Help, help! My lady’s dead!O, well-a-day that ever I was born.Some aqua vitae, ho! My lord! My lady!"
"epubcfi(/6/16!/4/2[pgepubid00024]/214)","Enter Lady Capulet."
"epubcfi(/6/16!/4/2[pgepubid00024]/216)","LADY CAPULET.What noise is here?"
"epubcfi(/6/16!/4/2[pgepubid00024]/218)","NURSE.O lamentable day!"
"epubcfi(/6/16!/4/2[pgepubid00024]/220)","LADY CAPULET.What is the matter?"
"epubcfi(/6/16!/4/2[pgepubid00024]/222)","NURSE.Look, look! O heavy day!"
"epubcfi(/6/16!/4/2[pgepubid00024]/224)","LADY CAPULET.O me, O me! My child, my only life.Revive, look up, or I will die with thee.Help, help! Call help."
"epubcfi(/6/16!/4/2[pgepubid00024]/226)","Enter Capulet."
"epubcfi(/6/16!/4/2[pgepubid00024]/228)","CAPULET.For shame, bring Juliet forth, her lord is come."
"epubcfi(/6/16!/4/2[pgepubid00024]/230)","NURSE.She’s dead, deceas’d, she’s dead; alack the day!"
"epubcfi(/6/16!/4/2[pgepubid00024]/232)","LADY CAPULET.Alack the day, she’s dead, she’s dead, she’s dead!"
"epubcfi(/6/16!/4/2[pgepubid00024]/234)","CAPULET.Ha! Let me see her. Out alas! She’s cold,Her blood is settled and her joints are stiff.Life and these lips have long been separated.Death lies on her like an untimely frostUpon the sweetest flower of all the field."
"epubcfi(/6/16!/4/2[pgepubid00024]/236)","NURSE.O lamentable day!"
"epubcfi(/6/16!/4/2[pgepubid00024]/238)","LADY CAPULET.O woful time!"
"epubcfi(/6/16!/4/2[pgepubid00024]/240)","CAPULET.Death, that hath ta’en her hence to make me wail,Ties up my tongue and will not let me speak."
"epubcfi(/6/16!/4/2[pgepubid00024]/242)","Enter Friar Lawrence andParis with Musicians."
"epubcfi(/6/16!/4/2[pgepubid00024]/244)","FRIAR LAWRENCE.Come, is the bride ready to go to church?"
"epubcfi(/6/16!/4/2[pgepubid00024]/246)","CAPULET.Ready to go, but never to return.O son, the night before thy wedding dayHath death lain with thy bride. There she lies,Flower as she was, deflowered by him.Death is my son-in-law, death is my heir;My daughter he hath wedded. I will dieAnd leave him all; life, living, all is death’s."
"epubcfi(/6/16!/4/2[pgepubid00024]/248)","PARIS.Have I thought long to see this morning’s face,And doth it give me such a sight as this?"
"epubcfi(/6/16!/4/2[pgepubid00024]/250)","LADY CAPULET.Accurs’d, unhappy, wretched, hateful day.Most miserable hour that e’er time sawIn lasting labour of his pilgrimage.But one, poor one, one poor and loving child,But one thing to rejoice and solace in,And cruel death hath catch’d it from my sight."
"epubcfi(/6/16!/4/2[pgepubid00024]/252)","NURSE.O woe! O woeful, woeful, woeful day.Most lamentable day, most woeful dayThat ever, ever, I did yet behold!O day, O day, O day, O hateful day.Never was seen so black a day as this.O woeful day, O woeful day."
"epubcfi(/6/16!/4/2[pgepubid00024]/254)","PARIS.Beguil’d, divorced, wronged, spited, slain.Most detestable death, by thee beguil’d,By cruel, cruel thee quite overthrown.O love! O life! Not life, but love in death!"
"epubcfi(/6/16!/4/2[pgepubid00024]/256)","CAPULET.Despis’d, distressed, hated, martyr’d, kill’d.Uncomfortable time, why cam’st thou nowTo murder, murder our solemnity?O child! O child! My soul, and not my child,Dead art thou. Alack, my child is dead,And with my child my joys are buried."
"epubcfi(/6/16!/4/2[pgepubid00024]/258)","FRIAR LAWRENCE.Peace, ho, for shame. Confusion’s cure lives notIn these confusions. Heaven and yourselfHad part in this fair maid, now heaven hath all,And all the better is it for the maid.Your part in her you could not keep from death,But heaven keeps his part in eternal life.The most you sought was her promotion,For ’twas your heaven she should be advanc’d,And weep ye now, seeing she is advanc’dAbove the clouds, as high as heaven itself?O, in this love, you love your child so illThat you run mad, seeing that she is well.She’s not well married that lives married long,But she’s best married that dies married young.Dry up your tears, and stick your rosemaryOn this fair corse, and, as the custom is,And in her best array bear her to church;For though fond nature bids us all lament,Yet nature’s tears are reason’s merriment."
"epubcfi(/6/16!/4/2[pgepubid00024]/260)","CAPULET.All things that we ordained festivalTurn from their office to black funeral:Our instruments to melancholy bells,Our wedding cheer to a sad burial feast;Our solemn hymns to sullen dirges change;Our bridal flowers serve for a buried corse,And all things change them to the contrary."
"epubcfi(/6/16!/4/2[pgepubid00024]/262)","FRIAR LAWRENCE.Sir, go you in, and, madam, go with him,And go, Sir Paris, everyone prepareTo follow this fair corse unto her grave.The heavens do lower upon you for some ill;Move them no more by crossing their high will."
"epubcfi(/6/16!/4/2[pgepubid00024]/264)","[Exeunt Capulet, Lady Capulet, Parisand Friar.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/266)","FIRST MUSICIAN.Faith, we may put up our pipes and be gone."
"epubcfi(/6/16!/4/2[pgepubid00024]/268)","NURSE.Honest good fellows, ah, put up, put up,For well you know this is a pitiful case."
"epubcfi(/6/16!/4/2[pgepubid00024]/270)","FIRST MUSICIAN.Ay, by my troth, the case may be amended."
"epubcfi(/6/16!/4/2[pgepubid00024]/272)","[Exit Nurse.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/274)","Enter Peter."
"epubcfi(/6/16!/4/2[pgepubid00024]/276)","PETER.Musicians, O, musicians, ‘Heart’s ease,’‘Heart’s ease’, O, and you will have me live, play‘Heart’s ease.’"
"epubcfi(/6/16!/4/2[pgepubid00024]/278)","FIRST MUSICIAN.Why ‘Heart’s ease’?"
"epubcfi(/6/16!/4/2[pgepubid00024]/280)","PETER.O musicians, because my heart itself plays ‘My heart isfull’. O play me some merry dump to comfort me."
"epubcfi(/6/16!/4/2[pgepubid00024]/282)","FIRST MUSICIAN.Not a dump we, ’tis no time to play now."
"epubcfi(/6/16!/4/2[pgepubid00024]/284)","PETER.You will not then?"
"epubcfi(/6/16!/4/2[pgepubid00024]/286)","FIRST MUSICIAN.No."
"epubcfi(/6/16!/4/2[pgepubid00024]/288)","PETER.I will then give it you soundly."
"epubcfi(/6/16!/4/2[pgepubid00024]/290)","FIRST MUSICIAN.What will you give us?"
"epubcfi(/6/16!/4/2[pgepubid00024]/292)","PETER.No money, on my faith, but the gleek! I will give you theminstrel."
"epubcfi(/6/16!/4/2[pgepubid00024]/294)","FIRST MUSICIAN.Then will I give you the serving-creature."
"epubcfi(/6/16!/4/2[pgepubid00024]/296)","PETER.Then will I lay the serving-creature’s dagger on your pate. I will carryno crotchets. I’ll re you, I’ll fa you. Do you note me?"
"epubcfi(/6/16!/4/2[pgepubid00024]/298)","FIRST MUSICIAN.And you re us and fa us, you note us."
"epubcfi(/6/16!/4/2[pgepubid00024]/300)","SECOND MUSICIAN.Pray you put up your dagger, and put out your wit."
"epubcfi(/6/16!/4/2[pgepubid00024]/302)","PETER.Then have at you with my wit. I will dry-beat you with aniron wit, and put up my iron dagger. Answer me like men.    ‘When griping griefs the heart doth wound,      And doleful dumps the mind oppress,    Then music with her silver sound’—Why ‘silver sound’? Why ‘music with her silver sound’?What say you, Simon Catling?"
"epubcfi(/6/16!/4/2[pgepubid00024]/304)","FIRST MUSICIAN.Marry, sir, because silver hath a sweet sound."
"epubcfi(/6/16!/4/2[pgepubid00024]/306)","PETER.Prates. What say you, Hugh Rebeck?"
"epubcfi(/6/16!/4/2[pgepubid00024]/308)","SECOND MUSICIAN.I say ‘silver sound’ because musicians sound for silver."
"epubcfi(/6/16!/4/2[pgepubid00024]/310)","PETER.Prates too! What say you, James Soundpost?"
"epubcfi(/6/16!/4/2[pgepubid00024]/312)","THIRD MUSICIAN.Faith, I know not what to say."
"epubcfi(/6/16!/4/2[pgepubid00024]/314)","PETER.O, I cry you mercy, you are the singer. I will say for you. It is ‘musicwith her silver sound’ because musicians have no gold for sounding.      ‘Then music with her silver sound      With speedy help doth lend redress.’"
"epubcfi(/6/16!/4/2[pgepubid00024]/316)","[Exit.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/318)","FIRST MUSICIAN.What a pestilent knave is this same!"
"epubcfi(/6/16!/4/2[pgepubid00024]/320)","SECOND MUSICIAN.Hang him, Jack. Come, we’ll in here, tarry for the mourners, and staydinner."
"epubcfi(/6/16!/4/2[pgepubid00024]/322)","[Exeunt.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/6)","Enter Romeo."
"epubcfi(/6/18!/4/2[pgepubid00030]/8)","ROMEO.If I may trust the flattering eye of sleep,My dreams presage some joyful news at hand.My bosom’s lord sits lightly in his throne;And all this day an unaccustom’d spiritLifts me above the ground with cheerful thoughts.I dreamt my lady came and found me dead,—Strange dream, that gives a dead man leave to think!—And breath’d such life with kisses in my lips,That I reviv’d, and was an emperor.Ah me, how sweet is love itself possess’d,When but love’s shadows are so rich in joy."
"epubcfi(/6/18!/4/2[pgepubid00030]/10)","Enter Balthasar."
"epubcfi(/6/18!/4/2[pgepubid00030]/12)","News from Verona! How now, Balthasar?Dost thou not bring me letters from the Friar?How doth my lady? Is my father well?How fares my Juliet? That I ask again;For nothing can be ill if she be well."
"epubcfi(/6/18!/4/2[pgepubid00030]/14)","BALTHASAR.Then she is well, and nothing can be ill.Her body sleeps in Capel’s monument,And her immortal part with angels lives.I saw her laid low in her kindred’s vault,And presently took post to tell it you.O pardon me for bringing these ill news,Since you did leave it for my office, sir."
"epubcfi(/6/18!/4/2[pgepubid00030]/16)","ROMEO.Is it even so? Then I defy you, stars!Thou know’st my lodging. Get me ink and paper,And hire post-horses. I will hence tonight."
"epubcfi(/6/18!/4/2[pgepubid00030]/18)","BALTHASAR.I do beseech you sir, have patience.Your looks are pale and wild, and do importSome misadventure."
"epubcfi(/6/18!/4/2[pgepubid00030]/20)","ROMEO.Tush, thou art deceiv’d.Leave me, and do the thing I bid thee do.Hast thou no letters to me from the Friar?"
"epubcfi(/6/18!/4/2[pgepubid00030]/22)","BALTHASAR.No, my good lord."
"epubcfi(/6/18!/4/2[pgepubid00030]/24)","ROMEO.No matter. Get thee gone,And hire those horses. I’ll be with thee straight."
"epubcfi(/6/18!/4/2[pgepubid00030]/26)","[Exit Balthasar.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/28)","Well, Juliet, I will lie with thee tonight.Let’s see for means. O mischief thou art swiftTo enter in the thoughts of desperate men.I do remember an apothecary,—And hereabouts he dwells,—which late I notedIn tatter’d weeds, with overwhelming brows,Culling of simples, meagre were his looks,Sharp misery had worn him to the bones;And in his needy shop a tortoise hung,An alligator stuff’d, and other skinsOf ill-shaped fishes; and about his shelvesA beggarly account of empty boxes,Green earthen pots, bladders, and musty seeds,Remnants of packthread, and old cakes of rosesWere thinly scatter’d, to make up a show.Noting this penury, to myself I said,And if a man did need a poison now,Whose sale is present death in Mantua,Here lives a caitiff wretch would sell it him.O, this same thought did but forerun my need,And this same needy man must sell it me.As I remember, this should be the house.Being holiday, the beggar’s shop is shut.What, ho! Apothecary!"
"epubcfi(/6/18!/4/2[pgepubid00030]/30)","Enter Apothecary."
"epubcfi(/6/18!/4/2[pgepubid00030]/32)","APOTHECARY.Who calls so loud?"
"epubcfi(/6/18!/4/2[pgepubid00030]/34)","ROMEO.Come hither, man. I see that thou art poor.Hold, there is forty ducats. Let me haveA dram of poison, such soon-speeding gearAs will disperse itself through all the veins,That the life-weary taker may fall dead,And that the trunk may be discharg’d of breathAs violently as hasty powder fir’dDoth hurry from the fatal cannon’s womb."
"epubcfi(/6/18!/4/2[pgepubid00030]/36)","APOTHECARY.Such mortal drugs I have, but Mantua’s lawIs death to any he that utters them."
"epubcfi(/6/18!/4/2[pgepubid00030]/38)","ROMEO.Art thou so bare and full of wretchedness,And fear’st to die? Famine is in thy cheeks,Need and oppression starveth in thine eyes,Contempt and beggary hangs upon thy back.The world is not thy friend, nor the world’s law;The world affords no law to make thee rich;Then be not poor, but break it and take this."
"epubcfi(/6/18!/4/2[pgepubid00030]/40)","APOTHECARY.My poverty, but not my will consents."
"epubcfi(/6/18!/4/2[pgepubid00030]/42)","ROMEO.I pay thy poverty, and not thy will."
"epubcfi(/6/18!/4/2[pgepubid00030]/44)","APOTHECARY.Put this in any liquid thing you willAnd drink it off; and, if you had the strengthOf twenty men, it would despatch you straight."
"epubcfi(/6/18!/4/2[pgepubid00030]/46)","ROMEO.There is thy gold, worse poison to men’s souls,Doing more murder in this loathsome worldThan these poor compounds that thou mayst not sell.I sell thee poison, thou hast sold me none.Farewell, buy food, and get thyself in flesh.Come, cordial and not poison, go with meTo Juliet’s grave, for there must I use thee."
"epubcfi(/6/18!/4/2[pgepubid00030]/48)","[Exeunt.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/52)","Enter Friar John."
"epubcfi(/6/18!/4/2[pgepubid00030]/54)","FRIAR JOHN.Holy Franciscan Friar! Brother, ho!"
"epubcfi(/6/18!/4/2[pgepubid00030]/56)","Enter Friar Lawrence."
"epubcfi(/6/18!/4/2[pgepubid00030]/58)","FRIAR LAWRENCE.This same should be the voice of Friar John.Welcome from Mantua. What says Romeo?Or, if his mind be writ, give me his letter."
"epubcfi(/6/18!/4/2[pgepubid00030]/60)","FRIAR JOHN.Going to find a barefoot brother out,One of our order, to associate me,Here in this city visiting the sick,And finding him, the searchers of the town,Suspecting that we both were in a houseWhere the infectious pestilence did reign,Seal’d up the doors, and would not let us forth,So that my speed to Mantua there was stay’d."
"epubcfi(/6/18!/4/2[pgepubid00030]/62)","FRIAR LAWRENCE.Who bare my letter then to Romeo?"
"epubcfi(/6/18!/4/2[pgepubid00030]/64)","FRIAR JOHN.I could not send it,—here it is again,—Nor get a messenger to bring it thee,So fearful were they of infection."
"epubcfi(/6/18!/4/2[pgepubid00030]/66)","FRIAR LAWRENCE.Unhappy fortune! By my brotherhood,The letter was not nice, but full of charge,Of dear import, and the neglecting itMay do much danger. Friar John, go hence,Get me an iron crow and bring it straightUnto my cell."
"epubcfi(/6/18!/4/2[pgepubid00030]/68)","FRIAR JOHN.Brother, I’ll go and bring it thee."
"epubcfi(/6/18!/4/2[pgepubid00030]/70)","[Exit.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/72)","FRIAR LAWRENCE.Now must I to the monument alone.Within this three hours will fair Juliet wake.She will beshrew me much that RomeoHath had no notice of these accidents;But I will write again to Mantua,And keep her at my cell till Romeo come.Poor living corse, clos’d in a dead man’s tomb."
"epubcfi(/6/18!/4/2[pgepubid00030]/74)","[Exit.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/78)","Enter Paris, and hisPage bearing flowers and a torch."
"epubcfi(/6/18!/4/2[pgepubid00030]/80)","PARIS.Give me thy torch, boy. Hence and stand aloof.Yet put it out, for I would not be seen.Under yond yew tree lay thee all along,Holding thy ear close to the hollow ground;So shall no foot upon the churchyard tread,Being loose, unfirm, with digging up of graves,But thou shalt hear it. Whistle then to me,As signal that thou hear’st something approach.Give me those flowers. Do as I bid thee, go."
"epubcfi(/6/18!/4/2[pgepubid00030]/82)","PAGE.[Aside.] I am almost afraid to stand aloneHere in the churchyard; yet I will adventure."
"epubcfi(/6/18!/4/2[pgepubid00030]/84)","[Retires.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/86)","PARIS.Sweet flower, with flowers thy bridal bed I strew.O woe, thy canopy is dust and stones,Which with sweet water nightly I will dew,Or wanting that, with tears distill’d by moans.The obsequies that I for thee will keep,Nightly shall be to strew thy grave and weep."
"epubcfi(/6/18!/4/2[pgepubid00030]/88)","[The Page whistles.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/90)","The boy gives warning something doth approach.What cursed foot wanders this way tonight,To cross my obsequies and true love’s rite?What, with a torch! Muffle me, night, awhile."
"epubcfi(/6/18!/4/2[pgepubid00030]/92)","[Retires.]"
"epubcfi(/6/18!/4/2[pgepubid00030]/94)","Enter Romeo andBalthasar with a torch, mattock, &c."
"epubcfi(/6/18!/4/2[pgepubid00030]/96)","ROMEO.Give me that mattock and the wrenching iron.Hold, take this letter; early in the morningSee thou deliver it to my lord and father.Give me the light; upon thy life I charge thee,Whate’er thou hear’st or seest, stand all aloofAnd do not interrupt me in my course.Why I descend into this bed of deathIs partly to behold my lady’s face,But chiefly to take thence from her dead fingerA precious ring, a ring that I must useIn dear employment. Therefore hence, be gone.But if thou jealous dost return to pryIn what I further shall intend to do,By heaven I will tear thee joint by joint,And strew this hungry churchyard with thy limbs.The time and my intents are savage-wild;More fierce and more inexorable farThan empty tigers or the roaring sea."
"epubcfi(/6/18!/4/2[pgepubid00030]/98)","BALTHASAR.I will be gone, sir, and not trouble you."
"epubcfi(/6/18!/4/2[pgepubid00030]/100)","ROMEO.So shalt thou show me friendship. Take thou that.Live, and be prosperous, and farewell, good fellow."
"epubcfi(/6/18!/4/2[pgepubid00030]/102)","BALTHASAR.For all this same, I’ll hide me hereabout.His looks I fear, and his intents I doubt."
"epubcfi(/6/18!/4/2[pgepubid00030]/104)","[Retires]"
